id_municipio,populacao_residente,area_unidade_territorial
3503950,1842,69
2613404,18825,69
4209201,2248,69
4305173,9178,325
2504702,4933,325
3517505,21711,325
2202729,6386,325
2806305,13616,325
3526902,291869,581
2504405,18260,581
2913408,15527,837
4123857,9934,837
3521804,25180,1093
3101102,25269,1349
4100202,6256,1349
2900207,17639,1605
5105903,15492,3909
5005806,13220,3909
3122900,6093,70
3515004,250691,70
2608453,17981,70
2509156,6705,70
3149002,2757,70
4312385,2557,70
3537602,68352,326
4124400,23673,326
4300505,7117,326
4208807,20375,326
4207809,10195,326
4107546,4797,326
4124020,13174,326
4121109,5001,326
3502002,4589,326
3532405,18217,326
3204005,18893,838
2606903,11081,838
2303501,72720,838
3157005,40178,1862
5217104,24883,2374
4302907,11157,2374
1304401,23945,2886
4322400,117210,5702
2512408,14277,71
4204251,17240,71
4306924,1296,71
3171204,129246,71
3554656,2046,71
3510104,2889,71
3300233,40006,71
3508108,17210,327
2610509,28340,327
3171709,8908,327
3539707,3025,327
4128559,8215,327
3203809,13745,327
4200606,6743,327
4104451,10933,583
2930501,80435,583
2209104,5831,583
2111300,1037775,583
3526001,20448,583
4308300,9550,583
3144607,25018,583
4305009,8674,583
2306009,14001,839
5007703,10994,839
1507607,52894,1095
5215603,34967,3143
5103502,21941,8263
1506708,32413,11591
2407906,2276,72
2414753,3014,72
3153905,16279,72
2513653,2539,72
2603504,17419,72
3162922,34348,72
4300604,187315,72
4310363,3080,72
3129806,170537,72
2705804,8349,328
4322533,9897,328
3528205,3963,328
3203353,12387,328
2513356,3227,328
2206670,6425,328
5209804,3545,584
5220157,4837,584
2307700,105093,584
2905800,30469,840
3146552,5551,840
2402303,19727,1096
3155504,14532,1352
2906808,37439,1352
1503077,24703,1608
5205901,9164,1864
3156304,8664,73
4217154,1781,73
2300606,6782,73
2601508,10378,73
4215695,1651,73
2414704,5233,73
4305157,2379,73
4115804,54369,329
3168309,4224,329
3163300,3464,329
2105807,9506,329
2918555,5888,329
4218103,5386,329
3300308,92883,585
2905602,22579,585
4313953,10212,841
3137502,18904,841
3120300,5121,841
2301307,19783,1097
5204508,98622,1609
4314407,325685,1609
1702208,31918,2633
1200302,35426,27977
3533403,62019,74
3533304,2837,74
2700607,7944,74
3204203,22300,74
3557303,11295,74
2607752,27749,74
4304697,2921,74
4317251,1505,74
2512721,5766,74
2310852,23391,74
3164431,3113,74
2804300,7822,74
2616183,7558,74
4322525,3150,330
3545605,14018,330
3139003,37684,586
2300200,65264,842
3143906,104108,842
1705508,34233,842
2302305,32775,842
2203602,4377,1098
4302501,5890,1610
3117836,7237,1610
2305407,62642,1866
2205300,4497,1866
2906907,20580,2378
5002902,20988,3658
4306601,36981,5194
2106706,21030,8522
4313441,2146,75
3106200,2315560,331
4300661,1135,331
2405603,13977,331
4110953,11485,331
3147303,20445,331
3552551,3408,331
4212007,7605,331
3202553,9520,331
4110078,14249,331
1501600,12622,587
3205010,26502,587
3106507,9826,587
1100502,7667,843
2312403,54143,843
5208103,4660,843
3304201,129612,1099
3549904,697054,1099
2920809,9267,1099
3203502,18900,1099
2918506,16354,1355
4306502,13051,1355
2311801,72928,1611
2202505,10318,1611
1500107,158188,1611
2202604,19288,2379
3135050,37660,2635
1502152,77079,3147
1100023,96833,4427
1505437,32467,14411
3549003,2602,76
2507606,7796,76
3304144,140523,76
4312807,4954,76
2411908,4161,76
2704609,9534,332
3305208,104029,332
2103752,14404,332
3138906,6487,332
4206405,10796,332
2920007,8731,588
5208152,3456,588
3111804,10608,844
2101004,29472,1100
3521705,17983,1100
1500909,44573,1100
1720101,5654,1100
2930774,25475,1356
5220702,2927,1612
4322509,64197,2124
5107792,4099,3404
1600535,17848,4428
1200336,19294,5452
3140209,3387,77
4200556,2839,77
2708709,8482,77
4321329,3119,77
4117214,4184,77
4209409,42785,333
3543253,7450,333
3531704,4138,333
3507902,23898,1101
5219407,5924,1357
3124302,30443,1869
1501709,123082,2125
2210631,4446,3149
2805901,8748,78
4300570,3072,78
3302452,5415,78
2410504,5432,78
4316428,2480,78
4123105,3394,78
4318432,2649,78
3529104,1860,78
4318499,2406,78
4306551,2562,78
4207858,2069,78
4323507,2660,78
3514205,2207,78
2700904,5936,334
4103305,7735,334
4206108,6277,334
2702801,9618,334
2703759,9470,334
2703106,23995,334
3108404,14828,334
2514206,7126,334
2704500,32174,334
3202405,124656,590
2102754,11374,590
3157377,3910,590
4207908,10285,590
2310902,16616,590
2918605,7379,590
4201000,8285,590
1718659,1768,846
4101606,25777,1358
2107902,17220,1358
5213756,12521,1870
5005004,23981,2126
2609907,65245,2382
1715705,4798,2638
4209300,164981,2638
1507953,72493,4430
5107925,110635,9294
2924405,35357,11598
1301803,24311,12110
1303700,28211,12366
2406601,8319,79
2109452,30839,79
3547650,1645,79
3555703,1603,79
4209508,7932,79
3156205,2291,79
3509601,77632,79
2304285,74170,79
2507903,10012,79
3300456,483087,79
4318051,2754,79
2612505,98254,335
3106309,23928,335
4318606,6834,335
4103479,4473,335
4311700,5735,335
3305901,10302,591
4127809,8426,591
4126801,15869,591
2913457,13151,591
2919009,3527,847
3304409,17401,847
1718709,2738,847
4211751,17312,847
5200308,27008,847
4310603,35768,3407
1200203,91888,8783
4313466,1646,80
2504033,6970,80
3160801,4713,80
4319364,1757,80
3110905,15935,336
2511103,6859,336
2304251,29761,336
4202875,2489,336
3166600,833,336
2708600,51990,336
2616001,17251,336
4112207,5870,336
3542800,3132,336
4114203,36716,336
2504009,419379,592
3107802,14536,592
5104500,2213,592
2105450,7471,592
2210805,13870,1360
5003108,4783,2640
2203909,62036,3408
1303601,14164,62800
2511806,9340,81
2408607,3934,81
3556701,76540,81
4321626,2152,81
3114709,3341,81
4215554,2425,81
3164472,6194,81
4208500,26525,337
4321402,14497,337
2201770,6902,337
2616407,134084,337
2508901,44599,337
2802908,103440,337
2603801,18338,337
5209457,2161,593
2306504,17841,593
2203420,4075,849
2920700,24527,849
5006259,4721,849
3138609,17221,849
4213609,32970,849
2903706,13690,849
1720937,2021,1105
4306106,58913,1361
1302306,25172,69457
1504455,27094,8273
3105905,20080,82
4312351,1499,82
3535101,9650,82
2805000,2778,82
3303955,24298,82
2407708,11444,82
2510204,5787,82
4110656,2343,82
3302270,96289,82
4311791,2470,82
3150703,5537,338
2200707,9407,338
3504404,11263,338
2209377,4650,338
4210852,2511,338
3301405,21104,338
3122009,20706,338
4314027,6519,338
4311981,3916,338
3553708,52260,594
3505906,58402,850
2101301,16290,850
3101607,78970,850
1703073,4476,1106
2901353,15012,1362
2914703,65073,2386
5106190,4239,2386
2103000,156973,5202
1301506,17186,7506
3514957,2323,83
2509396,6433,83
3110202,4088,83
4304853,1368,83
4304614,1656,83
4215455,12882,83
3523107,369275,83
3168804,7744,83
2410009,2965,83
4211207,18537,83
4315909,6654,83
4108106,2652,83
3522505,232297,83
3534906,14877,339
2414001,13281,339
2708956,12303,339
1703883,2201,339
4310876,2040,339
2610004,54584,339
3121803,6847,339
3143203,20890,595
3519907,7619,595
2930402,17996,595
3204302,13696,595
3552304,7355,595
5100102,5014,851
3302205,101041,1107
1717206,2282,1363
5201504,4325,2899
1718204,64418,4435
5213103,70081,9043
2801603,5391,84
4204350,4781,84
2804706,6268,84
2704104,18457,84
3150208,3976,84
3103108,1538,84
2806909,3243,84
2414803,10735,84
4314423,5351,84
2508208,7819,84
3501152,17301,84
2506400,13766,340
4205308,11192,340
3105400,30778,340
3510005,29449,596
3125606,6489,596
4218251,7342,596
2209500,3646,852
4125704,29122,852
3144656,10588,1108
2926657,9740,1364
2205904,5209,1620
2100477,25710,1876
2200459,5322,2132
5213707,8756,2900
1507805,22576,14420
2509370,2543,85
2703601,9219,85
3501509,2885,85
2512747,2927,85
3123858,5179,85
2604502,20546,85
3536257,2892,85
4308078,4291,85
3144508,8179,341
2404101,2104,341
3129301,12030,341
2100832,17519,341
2804458,9232,341
2704708,60370,341
2412302,11121,341
2106755,23864,341
3158003,10485,597
2924058,13243,597
3300605,35173,597
4311130,3349,853
5219209,3002,1109
1722081,10522,1365
2306900,33726,1877
1502301,56506,2901
2203230,4854,3157
1600550,3803,4949
1712405,2999,5717
5106158,13635,9557
2101400,101767,13141
4214151,2964,86
4211876,1927,86
5206800,2724,86
3503604,10130,86
4316758,6887,86
3125200,2578,86
2505279,5254,86
3518008,1968,86
2922300,28707,86
2301257,11096,342
3122108,4178,342
3204955,10886,342
2211506,3185,342
3540804,18496,342
4300901,6483,342
3170479,3282,598
3527603,12265,598
5207352,4001,598
2307007,31701,854
3156502,5679,1110
2602001,34478,1622
1100338,25444,10070
2516755,2966,87
2705408,7184,87
3520806,3615,87
2607950,10247,87
2612109,5727,87
4103354,4854,343
2311207,8833,343
2605202,59891,343
2401107,24093,343
3102308,15059,599
4122008,14025,599
4310439,5399,599
3530508,67681,855
2312106,16954,855
3145000,14598,1111
3123205,12630,1111
2928000,37834,1623
1600253,5599,1623
4317301,30983,5207
1301704,57473,33111
3513850,1620,88
2309904,6175,88
2405900,2076,88
3106705,411846,344
2916708,8153,344
4215703,27272,344
2601201,77742,344
5107404,4191,344
2925402,10274,1112
5001904,23031,2392
5000807,7653,3416
1200104,26000,3928
4202859,4026,89
3201100,10254,89
2702009,10810,89
2703908,4092,89
4302378,2096,89
4312476,6029,89
3103603,2915,89
3118502,1563,89
3145851,4917,89
3163201,4133,89
3128501,3149,89
4302352,13142,89
3163508,6197,345
4113403,3752,345
2901809,10862,345
2506509,3242,345
2609154,23763,345
3148509,8047,601
4306379,2806,601
3137304,3313,601
4309001,16013,857
2919405,11834,857
2105302,273110,1369
5214903,3076,2137
5101704,29403,5977
1400456,19305,8025
4323705,2783,90
4116000,1966,90
2604601,24587,90
3520400,34934,346
3552601,11323,346
2203255,4413,346
2407302,7896,346
4216057,6084,346
2105203,10231,346
4119806,14374,346
3129400,5198,346
2700300,234696,346
4322376,1995,602
3522109,112476,602
2502003,6268,602
3142254,3985,602
5212709,8124,858
3130903,22692,858
3556305,24241,858
5104906,7426,1114
2104073,8048,1626
2606606,26593,1882
5007935,14516,4186
2926202,21642,5978
1506583,16548,10330
1503606,123314,62042
2305100,5654,91
2802007,4340,91
4209177,2555,91
2513984,3137,91
3164902,2300,91
3149507,3351,91
4217550,3303,91
2500908,12212,91
4201653,2510,91
4311403,93646,91
2927507,20952,347
4113452,5175,347
3158904,8987,347
4107124,3171,347
5220686,5742,347
4219200,6189,347
2922730,7967,347
3531308,47574,347
5201454,2907,603
3152131,3747,603
2701605,15559,603
3536307,14512,603
4111803,40375,603
3134608,20406,1115
3546405,46442,1115
2926707,13184,1115
5105259,83798,3675
5102603,15347,5979
5107180,10089,11355
3504701,3887,92
2704906,3155,92
4210902,4080,92
2515005,7066,92
4319711,2207,92
2800605,41511,92
2612703,14013,92
3533601,7391,348
3134905,25525,348
4301503,7149,348
3507456,2713,348
4300802,13045,348
3141603,10373,348
3501301,27255,348
3148905,4112,348
3155900,5141,348
3116803,8163,348
4314209,7484,604
3304706,41325,604
4122305,31324,604
3525706,36633,860
2913507,21491,860
2930758,13408,1628
2114007,40801,2140
1100403,16320,2652
2905206,52012,2652
2602704,12808,93
4218855,2774,93
4202099,1668,93
2706448,13835,93
4212254,12897,93
2605509,15026,93
2206308,1318,93
4308433,2393,93
4118105,9557,349
4316303,6576,349
4123709,8912,349
3128204,9753,349
4309803,4527,349
4102307,13395,349
2921005,42566,605
2311355,15910,605
3107109,39848,861
1707306,4248,3421
1500404,69377,23645
1300409,18834,122461
2502904,5742,94
4312955,2042,94
4201802,3227,94
2701308,16024,94
4316477,2877,94
4201950,15820,94
4300646,7650,94
4302253,2779,94
2512788,1955,94
4201604,3556,94
3514924,3138,94
3147501,1600,94
4202156,2658,94
2508604,12560,94
3165800,2068,94
3548302,3000,94
4213500,27688,94
4218954,2656,350
4321303,25198,350
1101476,3076,606
3516200,352536,606
5218052,4070,606
2111953,4985,862
3304755,45059,1118
4314175,2061,1374
5221601,42546,2142
5214051,6189,2142
5108204,4164,2398
5104542,7539,2910
5104526,7815,3422
5107040,85146,5470
5002605,13583,6238
1505304,68294,107614
4320859,4461,95
2910206,4407,95
3132602,3690,95
3556909,8109,95
2804102,11050,95
2605004,23518,95
4128302,2136,95
3112505,10663,95
3302809,17502,95
4308102,13764,95
2512077,4006,95
3300159,11034,95
4125555,2138,95
4219150,2627,351
2312304,47640,351
4212106,15626,351
4310009,21583,607
3552908,6260,607
2917805,17659,863
2412906,9972,863
5211701,6272,863
2201903,28796,5471
5005608,25536,5471
1501808,106968,9567
2805703,26618,96
2601052,19243,96
2804003,15719,96
3503901,86678,96
4212601,2992,96
2500205,5003,352
2509008,10434,352
3305505,89559,352
4320107,22851,352
1703826,1961,352
2931509,21176,352
3138302,3199,352
2400109,10597,608
3123809,6354,608
4111407,13229,608
2301901,75033,608
2403103,41313,864
3510807,28083,864
2302602,62326,1120
1716307,4043,1376
1507706,25643,1632
5108055,10616,2400
1507458,24255,3168
4109401,182093,3168
3108255,10204,3936
1503457,30329,5216
5101902,17004,15968
4111605,2708,97
4306072,2692,97
4119251,2761,97
2200202,17573,97
3205309,322869,97
2610707,342167,97
2413300,5703,97
3136652,30716,97
4117255,12699,353
2413904,11422,353
3159605,40635,353
3113305,31240,353
3117108,10371,353
4121406,19247,353
4125001,10667,353
3129657,5081,353
3551108,10369,353
2202059,10212,609
4108304,285415,609
2100808,13793,609
3201209,185786,865
4310553,2995,1121
4216503,25939,1889
5004908,7139,2913
5000708,24114,2913
1100189,35079,6241
5106752,52018,8545
5006903,12859,17505
3165602,2240,98
3520004,23106,98
2309102,10569,98
4304630,63594,98
4320453,1941,98
4318457,2362,98
2512036,3830,98
3546702,23611,98
3509007,95032,98
4313011,3061,98
4112959,7771,354
3201159,12985,354
2111250,6957,354
5005202,21522,354
4116109,11175,354
2501708,5906,610
4321352,5212,610
3137007,14383,866
3162104,40910,866
5108808,4590,1122
3538709,423323,1378
3121209,8393,1378
2910404,19107,1890
2929909,46160,2402
5000609,39325,4194
5106422,32714,14434
4316501,6879,99
3136207,80187,99
4212809,27127,99
3543303,115559,99
4312005,1858,99
2313807,20189,99
2905008,22462,611
3550407,38256,611
3127602,11331,867
2205201,17527,867
2108009,18802,1635
5203575,3299,1635
2102606,19932,1635
2905909,30671,2915
2501906,16401,100
4205431,2682,100
3545159,8161,100
2410603,2934,100
3115508,21056,100
4307559,5582,100
4314787,1575,100
3540200,37607,356
5218391,3649,356
4119707,4070,356
2109205,11356,356
3535408,14964,356
3516606,6380,356
3109105,10911,356
3131604,7180,356
4216909,24791,356
1508035,28595,868
2105104,24794,1124
2932903,85655,1124
2310704,37813,1380
4121703,24573,1636
3119955,6133,101
4206603,4829,101
2514453,5891,101
3515657,1656,101
5103437,4903,357
3114006,11019,357
4213708,17123,357
2206753,5228,357
4307302,6787,357
3532207,5713,357
3124005,20255,357
2308401,36822,613
2311504,20874,613
2514008,4226,613
3203403,24475,869
3171600,11804,869
5213053,2614,1381
2311900,13854,1381
2925907,25272,1381
3157609,3522,2917
2207603,10103,3429
5200506,1973,102
3100401,3909,102
3172202,2356,102
3117207,2772,102
2803906,11533,102
4301636,14955,102
2806800,10327,102
2103802,23053,358
2206803,8525,358
3125952,10445,358
3301850,51696,358
3149200,3344,358
3543808,9259,358
3125408,5133,358
4310405,6427,358
1500131,7030,614
2102556,12301,614
4311775,7418,614
3160405,27295,1126
5204003,7560,1126
1703867,4007,1126
2912400,16603,1382
3126208,7949,3686
1501782,45712,3942
5000203,16741,7782
5101407,24626,24678
4101051,2918,103
2806107,9295,103
4302402,12294,103
2414209,16929,103
2511509,12311,103
4318465,1902,103
2604809,10198,103
1504422,111785,103
2929008,11026,103
2501401,9224,103
4313003,3044,103
3121258,10494,103
4318705,217409,103
4313086,2343,103
4200754,1856,103
2513802,4402,359
3536208,19233,359
2919959,6973,615
5210000,52204,615
2207934,2458,871
1504604,27198,871
2932507,18131,1127
4127106,75042,1383
2909109,13990,2663
2304707,53344,2663
5102702,25858,10855
5106307,26423,24167
4210555,2184,104
3102050,5795,104
3125002,3875,104
4205175,3402,104
4126256,118455,104
3531001,1937,104
3204252,6497,360
4128807,5798,360
2928802,52276,360
2800209,20131,360
3202256,11009,360
3504909,9969,616
2104552,18411,616
3200300,13836,616
4209102,616317,1128
2203503,13607,1384
3510203,46337,1640
5101258,14786,1640
1507979,18782,1896
1713205,18566,2664
4123204,3365,105
4302659,4966,105
2608305,15329,105
2922201,7190,105
4215406,4390,105
4315131,1739,105
2307650,234509,105
2703700,4985,105
3130408,7003,105
4314498,4540,105
4314548,2723,105
4306320,2751,361
2410256,5228,361
4120150,3110,361
4307906,70286,361
2513604,6569,361
4212270,4034,617
3550001,10337,617
3550902,13442,617
4319406,15577,873
2911659,8050,873
2414605,13577,873
3161304,5732,1129
1503507,30955,1385
2209757,2947,1385
1705102,3117,1641
2933455,12968,2921
3109303,24030,5225
5105101,34906,22633
3507753,2565,106
4315057,2142,106
2602506,7720,106
3110103,5304,106
4305934,1607,106
4101150,3235,106
3158805,4214,106
2406205,6654,106
3144706,17438,362
3501202,3915,362
4312658,17898,362
3519808,7819,362
3102001,13915,362
3517703,18606,362
2929370,10187,362
2206720,10262,362
3302700,197277,362
4306007,12886,362
3118205,6694,618
3154200,11230,618
3143450,6888,1130
2404309,11938,1130
1706506,5827,1642
5106281,6919,5226
2911600,20605,107
4217006,13509,107
3116704,7117,107
5221197,7944,107
3553104,5677,107
2517407,2228,107
3103306,2049,107
2508406,3162,107
4212650,10190,107
3157252,8458,107
3160504,1808,107
4110052,2144,107
4319737,2543,107
2303402,17210,363
2304277,6474,363
3546801,53174,363
4118709,6343,363
3129608,6286,875
2104099,17719,3691
1505106,52229,28011
1300904,16869,33643
2508307,27730,108
2605400,21427,108
2505238,6251,108
3507100,22006,108
4115754,9383,108
3539103,18370,108
4204459,2065,108
4306759,1888,108
4323309,3646,108
3148202,5576,108
2609006,23879,108
3140407,3200,108
4315453,1796,108
4319372,3070,108
2910750,17895,364
3506805,11259,364
3161908,11850,364
3519006,9125,364
2413359,13091,620
4103040,6378,620
3531902,27933,1388
2901205,25438,1900
1720978,2456,2156
5105606,20091,5228
3150158,8529,109
4202057,14912,109
3300951,8741,109
4314050,52058,109
3537107,43112,109
3106002,10167,109
5206503,3883,365
3112604,14655,621
1502202,70394,621
2915304,6347,877
2202455,3974,1133
5203401,7826,1901
2920502,27620,2413
5211305,6101,3437
1508308,58692,4973
1506195,35769,7021
4218608,7274,110
2702702,3963,110
3160900,3989,110
4302204,6966,110
2410207,7601,110
3548104,6126,110
3531209,8627,110
3515152,19566,110
4311239,2251,110
3504602,27260,110
2803302,16209,366
4103602,23212,366
3106408,8627,366
4202305,76773,366
2925931,9461,366
3153004,3559,622
2805604,26576,878
5108352,2904,1902
4317400,48938,2414
1600238,6666,4974
1400050,21096,25454
3300225,11828,111
3145703,2027,111
2616506,11611,111
4211306,86401,111
4312625,1721,111
3112208,4362,111
3514601,9471,111
3130101,45847,111
2500502,13725,111
4312609,4601,111
3528858,3292,111
3156452,4734,111
3536000,10580,367
3115003,2712,367
4317905,15320,367
3128907,8478,367
2306801,10356,623
2109759,6697,623
2305266,11956,879
2211001,866300,1391
4311759,6801,1391
2210607,38934,2415
5207907,13744,3695
5101605,7253,11375
2304806,4841,112
3127370,2830,112
3155009,2484,112
2200103,4940,112
2309805,11186,112
2406403,2567,112
2701803,8999,112
2209351,4125,112
2709400,24092,368
3302601,41220,368
4216107,9226,368
2405702,11655,368
3109501,11410,368
3108909,14246,368
2307205,7861,368
2411205,37313,624
2512002,17469,624
2918902,3845,624
3158201,12788,624
1708254,3455,624
5221809,3553,624
3100104,6272,880
2206209,32150,1392
1507151,21092,1392
2926400,30711,3184
1503093,26362,7024
3171402,3700,113
4120705,8099,113
2611408,13838,113
2613800,16677,113
3140530,8396,113
4201703,8319,113
3149408,1810,113
4217758,2832,113
3131158,17136,113
4305835,1290,113
3301504,20783,113
3524808,48776,369
2902203,9833,369
2105153,13974,369
3552700,14769,369
3508504,96202,369
2512309,21114,369
5107198,2593,625
3554102,310739,625
3152402,13666,625
4204202,254785,625
2305001,42053,625
2201960,8436,881
3548906,254857,1137
2105500,24709,1137
2206605,10660,2417
2921708,33594,5745
1503903,50881,8305
4322855,1818,114
4321469,3267,114
2501153,2005,114
4319505,24428,114
4306700,3079,114
4207577,2877,114
4120853,4480,114
2403202,7044,114
2705200,15405,114
4315073,1560,114
4310413,2014,114
3122801,3095,114
3527256,1950,114
3165206,6904,370
3201704,11937,370
3117702,12541,370
4219358,5370,370
3118304,131621,370
5214879,3010,626
3130051,10677,626
3147402,24107,626
2923902,9370,626
2305803,41081,626
2304202,131050,1138
2916005,17813,1394
3134707,11042,1394
3134004,13745,1650
5108857,3529,1906
1700251,2576,1906
1100700,8844,3442
5107578,3505,12658
3169059,3826,115
5200159,2297,115
3521408,21967,115
2401206,13251,115
2612471,11567,115
3171154,4899,115
4300554,1800,115
2908507,35308,115
5212055,2123,115
4205704,29959,115
4312179,1795,115
3166402,1819,115
2100105,6144,371
2209609,2842,627
3126802,5640,627
2912301,13934,1139
2917003,33872,1651
2916401,65897,1651
1200054,8100,4979
2903201,159734,8051
1303536,30668,25459
1301209,70616,57971
4102703,2814,116
2604155,12967,116
2504801,14683,372
3139805,12721,372
4105102,10832,372
3134509,4217,372
2703304,15167,372
3139409,91886,628
2923035,11162,628
2516508,14068,628
3120201,12197,628
3130309,6826,628
3555000,63928,628
2924504,14731,628
2904209,11024,628
2104404,17206,884
4305108,463501,1652
1501956,19630,2420
1503044,17898,3444
5106257,24345,5492
2707008,2731,117
2402907,4237,117
2511004,3739,117
3121902,4226,117
4210035,5794,117
4107652,148873,117
2509602,4338,117
2705903,4330,117
3170578,5780,117
2502508,17598,373
2311702,18606,373
2210201,6597,373
2913804,13709,373
3155702,14631,373
2702405,51318,629
4121802,12364,629
2900355,14201,629
4113700,555965,1653
1200252,18757,1653
2928208,24755,1909
2202251,3414,2165
2102036,28599,2677
5104104,31024,4725
1712702,2748,9589
5107958,106434,11637
4107306,6327,118
3549300,2242,118
2504355,5254,118
4115705,39259,118
4309571,2565,118
3122355,6321,118
2406007,5803,118
2406304,7338,118
2706604,6576,118
3533254,4412,118
2601003,10241,118
2807600,23917,118
4205159,3637,374
3525508,12815,374
2404705,14131,374
2614204,37596,374
4210605,17162,374
3102407,4159,374
3536406,7955,374
2906857,10744,630
2600500,41548,886
2301703,23714,886
5219308,38492,1142
3201506,120033,1398
3514809,13069,1654
5001243,10748,1654
5102793,10332,2422
2614105,32811,2422
1715101,3969,2678
3169356,28895,2678
3148004,159235,3190
5005707,50457,3190
1100379,11479,3958
1504505,27881,6774
5214606,34964,9846
1301407,33170,14966
3500808,4445,119
4301057,11057,119
3137908,3184,119
4207403,5982,119
4320230,2704,119
3507209,907,119
4320651,2028,119
2601300,12263,119
4323606,1590,119
4121901,13060,375
3135357,8127,375
2501575,8059,375
2105906,14769,631
3116605,30159,631
5000906,9303,1143
3108602,32025,1399
1711506,3334,2167
2100501,11109,11127
1500859,31850,11895
4306957,2685,120
4215687,2576,120
2301406,11224,120
3162609,7070,120
4309308,92924,376
3130507,12741,376
3144904,3663,376
2501302,18705,376
4122172,3808,376
3544202,10309,632
3171071,5181,632
2104651,10713,1144
1300508,31051,5752
4300406,72409,7800
1708205,18881,13432
2916104,19789,121
4107538,4575,121
3502507,32569,121
3162302,2914,121
3145059,6706,121
2608255,11517,121
4113809,4813,121
2514800,3411,377
4122651,5435,377
4219507,51607,377
3121407,7653,377
3514106,24510,633
1721307,1874,889
2902807,26026,1657
2101202,103711,1657
5204102,11513,1657
1720150,1783,1913
3171006,19975,1913
2201309,3264,2169
5102694,4485,3449
5215009,9481,122
2603306,11093,122
2401701,9952,122
5203559,10296,122
3542107,8965,122
2500734,2234,122
2413557,4659,122
3145877,8437,122
4314001,7194,122
3507308,4715,122
2908903,26692,378
2600104,40241,378
3108800,4441,378
2303204,26320,634
2932804,16277,634
2924207,13954,890
4215505,15546,1146
2929255,18600,1146
5212501,209129,3962
1503101,31786,8570
3501707,33019,123
2608206,13269,123
2510709,2463,123
4313490,4272,123
4119657,3046,123
4310751,1929,123
2509057,8999,123
2312601,10822,123
4110409,4448,123
4114302,27439,379
2927903,10300,379
4205001,15008,379
4106407,45206,635
2106672,8818,635
2606507,17165,635
2401305,9730,891
5103809,3187,891
2300705,14155,1147
3170438,3828,1147
2106359,7027,1403
2603009,30294,1659
3127107,58588,2427
4315602,191900,2683
1100080,12627,4987
1301605,25871,12155
3119906,4272,124
2503605,6602,124
3532843,2032,124
2413805,2338,124
2503555,7223,124
4310306,4157,124
2403251,252716,124
3153608,11466,124
4125209,9378,380
3301603,10980,380
1707553,3467,380
2610202,22991,380
3132800,2142,380
2209005,5801,636
3124708,2772,636
2106326,21149,636
4203154,3443,636
4101200,18091,892
4203808,55016,1148
4210100,55286,1404
2605103,37699,1404
1504752,23501,4988
2102804,24062,6268
4301073,2599,125
3151008,9120,125
4301651,6461,125
3123007,10007,125
5203609,3992,125
2404408,9924,125
2709004,5796,125
4204194,2950,125
2400505,13640,381
3136520,3969,381
3166105,3067,381
2804904,12502,381
3146404,4224,637
2923100,22633,637
3160702,42406,637
2909604,19729,637
2308609,17149,893
1100908,3233,893
2210623,3202,893
3134400,38295,1405
5103361,3760,2685
2210409,17554,4989
5100201,29219,7549
4317954,2349,126
4318440,2912,126
2600054,98462,126
2403301,6016,126
4312054,3969,126
2411106,3206,126
4322343,1994,126
4317558,2091,126
3551504,43909,126
2613107,37126,382
3123106,5029,382
4101507,119138,382
3300506,28102,382
3300209,129671,638
2512101,32473,894
5203500,23958,1406
5104807,28569,2430
4117305,24192,2430
2107506,145643,127
3554953,6778,127
