id_municipio,populacao_residente,area_unidade_territorial
4123824,3644,127
3144359,6303,127
2404804,2035,127
2410702,2701,127
2408706,3579,383
2919058,7494,383
5211404,7736,383
2801405,19939,639
3510708,11345,639
3109006,38915,639
5212956,4042,1151
2208403,65538,1407
3513603,22110,1407
5002803,5036,2943
1101468,2156,6015
4206009,16915,128
2500403,21013,128
2400604,4687,128
3511508,44695,128
3164803,1259,128
4310850,3779,128
3525805,4254,128
3548401,3899,128
4218202,46099,128
2801900,3824,128
2510600,2918,128
2410801,4127,128
2929354,5315,128
1502608,12868,384
4219309,55466,384
3154903,12789,384
3105707,5666,384
4114906,8677,384
3526407,26261,384
4115606,18450,640
2200509,17234,1152
2110708,34034,1152
3521200,4046,1152
4119608,33567,1664
3136009,13888,1664
5003488,11100,2432
1100114,50591,2944
4320701,14226,129
4116604,3280,129
4320578,1830,129
2707800,6474,129
2310100,10242,129
4212908,21972,129
3549201,2580,129
4215109,12757,129
4112603,1343,129
4111308,3572,129
3520608,5090,129
2209401,5839,385
4100905,4762,385
2911253,4360,385
3532827,8497,385
3513207,9272,385
2917904,9285,641
3523909,168240,641
2904001,13622,897
3145604,39262,897
5216304,7607,1153
3169703,20000,1153
5102850,7506,3713
5004403,8404,5761
5300108,2817381,5761
2201150,13272,7809
4200309,6055,130
4107751,8062,130
3203320,41929,130
2406809,4787,130
3547205,1670,130
2300150,14027,130
3160108,4229,130
2204659,9274,130
3544301,10832,130
3538600,26029,386
2302057,14567,386
3143153,4381,386
3543501,5599,386
3204351,19274,642
3517901,10350,642
4109708,28830,898
2702306,50414,898
5221577,2798,1154
3164209,10315,2434
3101631,6931,131
2700508,16365,131
2609501,30648,131
4322350,1170,131
3124609,2186,131
4108551,2977,131
4309126,2014,131
4116505,1323,131
3509205,92689,131
4312302,4427,131
3112109,5048,131
4304606,347657,131
2929602,17963,131
4201307,45283,387
4311254,5341,387
2804201,14336,387
4205902,72570,387
3303104,15074,387
4100459,3590,387
2207751,4135,643
2919157,25736,643
2926301,33386,1155
2301604,21697,1155
1600212,4461,2179
3113701,18615,3203
1200401,364756,8835
2407500,10255,132
3157500,4039,132
2501351,4152,132
4302055,2082,132
3119609,2762,132
4302600,3268,132
3553203,6548,132
4115408,15901,388
4124806,11886,388
4202206,10520,388
2926509,13841,644
2301208,25553,644
2905305,17466,644
1718881,2680,1412
3138104,7124,3204
5106778,12127,3972
2404903,5320,133
2309706,81524,133
3545209,134319,133
3503703,7602,133
3120409,4667,133
3516408,144849,133
3548203,7133,133
4201273,4378,133
4218756,4916,133
3122207,6516,133
3515186,39816,389
1702554,17484,389
2922607,12063,389
3503307,130866,645
2200806,3152,645
4110508,14142,901
3135100,70699,2181
2202026,7434,2437
3161700,7375,2693
1302553,17107,3973
4307864,2566,134
4306452,3097,134
4305116,2721,134
2608107,27725,134
3507159,3555,134
3303302,481749,134
5200852,5259,134
3546504,6118,134
3501608,237240,134
3530904,3722,134
2614600,27681,390
5205497,91767,390
5213004,10304,390
4217907,8143,390
3128253,5051,390
3145109,16387,390
1703602,1974,646
2932606,15355,902
5203906,10495,902
3151503,36062,902
3162708,23910,1926
2202851,4250,1926
5222302,5815,2182
5106455,3166,2438
1504703,84094,9094
4309704,4681,135
2414308,2348,135
3539905,5592,135
5219738,7386,135
4322186,1374,135
3302502,228127,391
2802106,65078,647
4204558,15727,647
2601706,79507,647
2924652,10325,647
2922052,13152,647
4127007,9547,903
1701101,4856,1159
1505551,6931,1671
1718865,7216,1671
2300408,14076,2439
3107307,48032,3207
1200344,11996,10631
3102506,4541,136
4117206,5833,136
4319901,75648,136
2300507,11369,136
3167509,2947,136
3521150,6761,136
2403509,10620,136
4118451,5733,136
2511905,16751,136
2109601,38475,648
2104602,13930,648
4110607,15746,648
4302006,9296,648
5205471,12870,2184
5103601,7872,2184
5105176,10213,3208
5107065,26769,17800
2615508,13867,137
4211454,4536,137
4116307,3951,137
2205953,8533,137
2803708,6838,137
3169109,7214,137
5215900,3851,393
2100436,24048,393
2602308,37474,393
3165305,6804,393
3106101,3244,393
5215207,3527,649
1716703,8941,1161
5102686,8822,6793
1302603,2063689,11401
1303809,51795,109193
2614402,5210,138
3162575,5331,138
3532702,4750,138
4310108,32808,138
2913309,6190,138
4303558,2981,138
4102208,3980,138
3512407,24514,138
2111706,19498,394
2402709,11000,394
2205557,8256,394
2209955,4383,394
3101201,6233,650
2111003,18544,650
4311809,45124,650
2205276,4494,650
4104659,23283,650
5216908,2328,906
2916807,17052,1674
4311205,18226,1930
3516507,2763,139
3170503,10600,139
4217253,5776,139
4202107,45369,139
3301801,12242,139
3536505,110537,139
3523800,8046,139
2708204,6555,139
2609709,21808,139
2909802,60348,139
4111704,5427,139
4311270,1738,139
2904902,29250,395
3170701,136467,395
2508000,9234,395
4211900,222598,395
4115739,3267,395
2933000,24362,395
3541703,13163,651
3142502,2169,651
3550100,37289,651
4117909,35011,651
3543402,698642,651
4308458,4477,651
2920106,17674,907
4215000,39261,907
3132701,21042,1419
4317004,7024,1419
1101401,11548,1931
1304005,11559,3723
5107768,3276,4747
4316956,6340,140
4205605,3210,140
4306809,22962,140
3106903,13978,140
3551900,14576,140
3522901,13659,140
3535903,4031,140
4200507,6036,140
1714302,4521,396
3170750,6969,652
3104007,111691,1164
5219258,4951,1164
3200607,94765,1420
5202155,7153,2188
1304203,73669,23692
3524709,59347,141
4204103,4614,141
2403608,61635,141
2408409,3905,141
2800704,7841,141
4107520,1849,141
5219100,6149,141
3119708,3486,141
4213351,3210,397
4305405,3913,397
2708501,30873,397
3305307,7750,397
4128005,24749,653
3520442,25549,653
3200805,30674,909
2111409,17818,909
4311122,3690,909
2203701,40970,909
2111789,10202,1165
2109007,23903,1421
4313706,33216,1421
5005103,3586,1933
2911808,19049,2189
5004304,13808,2957
1502954,28192,2957
1501253,4031,2957
5108006,14370,4493
5214838,12815,7309
3112059,3974,142
3551207,3704,142
4321436,10334,142
4103503,8710,142
3165503,5104,142
3115409,3110,142
3121506,2994,142
3525409,3863,142
2702504,9805,142
4128500,19188,398
2108405,11108,398
2210979,2316,398
3506904,10460,654
2313401,81506,910
2207959,4076,910
2111029,12251,910
3124104,85598,910
5107263,2519,1166
2931350,145216,1166
2411403,12456,1422
1300086,9962,2446
2928406,27390,6030
5103700,10521,11662
3513504,112476,143
3556354,10512,143
3500402,7369,143
2407609,4274,143
3162559,11246,143
4321600,54387,143
5210562,4963,143
5200050,19128,143
2915700,7051,143
3531100,61951,143
3305752,31086,143
3133105,15236,143
4217709,29991,143
4308052,2520,143
3122603,4899,399
2802304,14530,399
3117009,6660,655
2933505,24474,655
2302503,51090,655
2112803,51442,1167
3502804,200124,1167
2612208,62372,1679
2109809,41561,2191
5211503,107970,2447
2207009,38161,2703
1717909,7586,6543
1505502,105550,19343
3168705,81579,144
4313805,7839,144
3151305,11610,144
2101970,7574,400
3114501,18003,400
4125407,6040,400
2204105,4412,656
2209559,4358,656
2926905,10497,656
2918753,14105,912
2103158,12342,1168
2100204,18467,1168
1701309,5290,1168
2208551,2364,1168
4303509,62200,1680
1703909,4847,1680
1707652,5211,1936
3129509,22229,2704
5007208,37601,3984
1400159,13923,8080
3502754,21522,145
3518701,287634,145
3524501,7613,145
2807006,3434,145
3138674,6956,145
4109757,6218,145
3553005,12669,145
1718451,2193,401
2207306,4088,401
2502805,13613,401
2914802,186708,401
3138500,4737,401
3519253,8010,401
3119807,2960,657
2802403,11096,657
2918357,24854,913
2108108,20341,1169
1720259,2385,1425
2202208,45793,1681
2917508,82590,2193
1303205,15761,37777
4213104,5769,146
3505609,32092,146
4312427,2756,146
2507101,18382,146
2301802,5704,146
3127354,2928,146
4206751,2008,146
1508209,50832,402
2104628,7063,402
3550704,81595,402
2206506,7577,402
3539400,15108,402
4116901,26585,402
2803401,13407,402
2202117,4616,658
2906709,25247,1170
2910727,113710,1426
2904100,19322,1426
5204805,7422,2450
1300060,10819,4754
5007901,47118,5266
5220504,8027,5522
1500305,37765,8338
2604007,79293,147
4320321,2673,147
4309258,1417,147
4202073,15669,147
2517209,4864,147
3532009,13720,147
3144672,3151,147
3555901,1387,147
2512606,1743,147
4301925,1696,147
2516151,3345,147
2512507,47658,403
4105607,11467,403
4211504,13727,403
3526704,98161,403
3164001,7166,403
3551702,126887,403
1704600,1501,659
3150802,17018,659
2932101,18626,659
4121000,10685,915
2705002,21844,915
2211100,46119,1171
3529005,237627,1171
4311718,4425,1683
2903409,20121,1939
3149804,17151,2451
2208908,6164,3987
5002704,898100,8083
4102752,4031,148
2101772,11750,148
3511201,7003,148
3543105,4608,148
3544707,2474,148
2800506,18081,148
3555307,1669,148
4202081,3144,148
3551009,329911,148
3546256,2116,148
2608404,13648,148
2707107,22609,404
2411809,3492,404
3500550,7177,404
2614303,10540,404
3554508,37663,404
3203056,28931,660
3509403,23830,660
3138807,17875,1172
5108105,3025,4244
1300102,17194,6036
2604304,10518,149
3556206,126373,149
4307450,3226,149
3529658,1952,149
2703403,5083,149
4312757,3163,149
4321634,2591,149
3513306,2108,149
3156106,4994,405
2513505,5010,405
4113734,6690,917
2921450,10187,1173
3140852,8895,1941
2207801,21055,1941
1101609,8113,2197
2107357,14314,2453
1502939,58484,5269
5201603,3799,150
4215653,9792,150
3556107,14098,150
4313359,3466,150
3541000,349935,150
4314134,2144,150
4216602,270299,150
3504800,9596,150
3130606,7301,150
2209807,4837,150
3546207,4277,150
3514007,8759,150
3505302,34346,150
4215752,2684,150
3522653,4306,406
3118106,4831,406
4204509,15267,406
4209151,5985,406
3170305,2684,406
3505351,5179,406
4125357,6504,406
4100509,18742,662
5201702,18390,662
2102507,16412,662
3530102,27983,918
1711951,3516,918
4318622,4172,1174
2110104,23957,1430
2100303,23286,1942
2931905,48736,2198
2305605,24024,3222
1600154,12847,9622
4203709,12821,151
3165578,6206,151
2503001,21193,151
2927309,14987,151
2408953,10351,151
3522208,158522,151
2615102,6513,151
2310605,8972,151
2901957,6913,151
4113429,3938,151
5200902,3007,407
1720200,13241,407
2511202,29662,407
3169901,103365,407
3162906,25565,407
4107736,6255,407
1506302,24129,919
2300754,42156,1175
4319802,8097,1175
1502855,14117,1431
1507201,30599,1687
5107909,196312,3991
1303957,11670,10647
3154150,7848,152
3161601,3305,152
3163805,6334,152
3153509,8397,152
3554904,6804,152
4103024,2455,152
3127388,4053,152
3537156,2804,152
4216354,4463,152
4211652,2643,152
3300258,30986,152
3125804,2789,152
2413102,5965,152
2308203,15157,152
4126272,6108,152
4323358,2079,152
3168200,1690,408
4105904,22896,408
3156403,3386,408
3164605,8815,408
3517604,17071,408
4100608,13909,408
3121100,7952,408
3201407,36930,664
4313508,47396,664
5106273,3349,920
3508801,16654,920
3156809,14240,920
3528700,4573,920
2910776,5631,1176
5217302,26690,2200
4303004,80070,3736
3552403,279545,153
3555208,1818,153
3133758,14406,153
4306973,3054,153
4120333,3709,153
3116308,5581,153
3115904,3075,153
2401503,3986,153
3505005,3531,153
3123403,1461,153
3130002,2698,153
4118857,7189,409
2311231,5974,409
3134806,7495,409
2918001,158813,2969
1303502,19373,41625
3135902,5138,154
2709103,19032,154
4319703,3264,154
3153806,1770,154
3546900,7149,154
3501400,4808,154
1702901,10262,154
3548005,23244,154
2514602,3242,154
2306256,64650,154
3129202,6134,154
4219408,4255,154
4111555,6831,410
3170602,2158,410
3542503,7662,410
3548708,810729,410
3144102,21891,410
2902658,11958,410
3200409,29984,410
3132206,13846,410
3115102,17155,666
5217708,18309,1434
2920403,13860,2202
2509107,21512,155
3538204,15224,155
3527801,3981,155
4312674,1932,155
2516706,14631,155
3154606,329794,155
3535705,6099,155
3512803,59773,155
2804805,192330,155
3142304,5125,155
2411007,4242,155
4306205,11600,155
5215504,7200,411
3549409,48558,411
2106508,22034,411
4304705,61804,667
2610806,22795,923
2604106,378048,923
4105300,11087,1179
3168101,4118,1179
2201051,7452,1691
2919801,41859,2459
1100015,21494,7067
3109907,11435,156
3515103,66970,156
2205573,6331,156
4207601,4578,156
2304905,10910,156
4206801,3269,156
5204854,8081,156
2805208,5677,156
4120408,4336,156
2607703,13791,412
2308906,22753,412
5214861,8310,412
3138682,6210,412
3107505,6783,412
3500105,34687,412
4127882,6219,668
3506003,379146,668
2511400,18333,668
1507474,20689,668
1703206,4229,924
3303807,45243,924
3136702,540756,1436
3141405,20156,1436
2903003,13836,1436
2925501,35003,1692
2208205,17613,1948
2903805,16873,2972
5207253,6956,3228
5218706,3980,157
4123600,1748,157
4218350,3782,157
3503158,2330,157
4215356,3632,157
4301008,21958,157
3167301,2323,157
4301552,3396,157
3140803,14121,157
2923308,7716,157
4311734,3131,157
3305703,15206,413
2313252,7529,413
4112504,12004,413
3300704,222161,413
4304671,3991,413
2914653,28165,925
2917607,45964,925
2930907,11979,1437
5100607,10904,1437
4319604,21219,2205
2908101,19151,10141
4305132,3802,158
2924108,6235,158
3506409,7319,158
3114907,2214,158
2514552,3416,158
4107900,10458,158
2506004,31231,158
3128808,7131,158
2701902,5910,158
2413607,5487,158
2308807,8254,414
4314308,3745,414
2101350,5252,414
2305308,23965,414
3527207,84855,414
3518859,7320,414
4120507,10082,414
2910008,10820,414
4319125,2860,670
3537206,11281,670
2303006,16377,926
4303608,6361,1182
2111078,16889,1438
3139300,18886,1950
5207535,7070,1950
2921906,12137,2462
2104800,73872,8862
3104601,14138,159
3202009,6596,159
4310462,1720,159
3536802,6557,159
4205555,2411,159
2201408,6640,159
3104403,2688,159
4112702,11813,159
4314803,34071,159
3140100,4224,159
3143609,2411,415
2917300,21902,415
2903235,13453,415
3525607,4371,415
5220405,17020,415
3552007,6186,415
3150505,8563,415
2305209,17855,927
3201605,27458,1183
5212808,10700,1695
2927101,10308,2207
3104502,17272,5279
3500758,6141,160
2101103,11790,160
3113107,2933,160
2602407,9079,160
2612901,13113,160
4218400,7362,160
4212403,4245,160
3532900,9311,160
3162658,3972,416
4127601,17621,672
3203908,49065,1440
2206654,4377,2208
2904605,70510,2208
2104057,33294,2720
2100956,25517,2976
1301654,13815,7584
3109253,4041,161
3523701,5779,161
3101300,2749,161
3158409,3489,161
4102604,9759,161
4117297,3125,161
2305233,74755,161
5101308,10576,417
5004809,8148,417
5205455,8090,417
5219902,6378,417
3501004,16818,929
2313500,58415,929
2209302,5336,1185
4126306,17270,1441
1704105,2131,1953
1200385,16560,1953
2919504,43903,1953
2101509,18984,2209
5106109,12940,5537
4106571,4133,162
2803609,23975,162
4321501,41751,162
2506301,57484,162
4216008,10282,162
5206701,3770,418
4307831,2633,418
3205036,19563,418
2705507,25187,418
3157278,3095,418
4113304,32227,674
2210359,4410,674
3550209,32039,930
2917706,32703,2466
4127502,19961,2978
1703842,8653,3234
2607802,16554,163
3161056,3200,163
4320404,16961,163
3104106,9177,163
3543600,4049,163
4107207,44869,419
4204178,3317,419
3115458,7030,419
4104501,20481,419
4316105,9777,419
2409902,12278,419
5101209,1010,675
4205407,537211,675
4311106,10579,675
4109906,8991,675
2908606,23654,931
2110401,18364,931
5103908,6037,4515
5102678,44585,4771
5006200,48563,4771
5007109,23150,17315
2505006,7580,164
4305871,2822,164
3135001,3092,164
4216255,6295,164
4106555,3760,164
3549706,52205,420
2709301,59280,420
2921302,11071,420
5205000,9710,420
2111631,5650,420
1502905,41262,676
3533502,38324,932
2110237,10567,932
2910503,38098,1188
2613909,92228,2980
1707207,6327,3748
1600303,442933,6564
2902708,51092,11428
3125309,3188,165
2908200,20800,165
3131307,227731,165
4110003,5338,165
3121704,3549,165
4112405,9144,165
3161403,4800,165
4217402,20061,165
4207759,3986,165
2503506,16064,165
4103800,9460,165
4321709,24425,165
3143005,13046,421
4107256,9161,421
2305357,21433,421
3557105,96634,421
3159308,4755,421
4118600,5666,421
2916609,10279,421
4321808,24916,421
3517000,10232,677
3159001,5313,677
2406700,9866,677
2206001,4724,677
2304103,76390,2981
1702109,171301,4005
3530409,4669,166
2412500,23537,166
3166303,7345,166
5219506,2820,166
4208005,7067,166
4206207,12435,166
2929750,11438,166
3165701,7716,166
4312443,3071,166
5207808,10419,422
3146503,8142,422
4305975,2667,422
3512001,18486,422
4126207,6695,678
3162450,13024,678
2406106,17793,934
3128105,13772,934
2801207,26834,934
2927606,14965,934
4304358,10710,934
1722107,10517,1190
2112852,10362,1190
2312205,40183,4262
1100098,29414,4518
4219101,3634,167
3547106,2956,167
3540903,17078,167
3120607,5434,167
3168507,12255,167
2705309,4845,167
3164407,6387,167
3126950,3391,167
4306130,1635,167
2407005,9070,167
3101805,6903,167
5208400,13967,167
3527702,4701,167
4124301,2125,167
3526605,7171,167
2408102,751300,167
2901106,24138,167
2603702,24329,423
3203700,18153,679
4317509,76917,679
3133303,19151,679
2205516,5214,935
3303401,189939,935
2615805,26937,935
1100148,15679,1703
3145307,26975,1703
2112704,43261,1959
2208700,8394,2471
1302405,45448,68263
1700400,6499,4007
4308607,34335,168
4320602,3406,168
2907905,17230,168
4121307,3512,168
2807204,7834,168
3551306,3130,168
2900603,4447,168
2701100,9603,168
4312252,7505,424
2305332,11611,424
2313609,32767,424
3147204,21723,424
5204201,1405,424
4100806,10326,424
4318408,21028,936
4110201,9670,936
5221551,4985,936
5201108,398869,936
1101302,9235,1192
1718501,3421,2216
3203205,166786,3496
2204402,10892,3496
4308250,1668,169
2610103,7031,169
2411056,5382,169
2407401,8179,169
2502102,5207,169
3511904,6982,169
2205458,5394,169
3545001,15202,425
4121604,6845,425
4312401,64322,425
2312809,7262,425
3537909,27619,681
4122156,13929,681
2201606,9929,937
4312617,2879,1193
2113009,30845,1193
1301852,61163,2217
5106265,6520,5801
1302504,101883,7337
4210506,28251,170
3521002,36459,170
4308003,6702,170
3515608,5942,170
3510302,22866,170
2513968,2595,170
5202809,2868,170
2701506,8143,170
2111748,10207,426
4301107,14601,426
4306056,7299,682
2709202,23565,682
3157104,6110,938
2925105,48293,938
3305604,21352,938
1713957,3367,1194
3140001,61387,1194
1200179,10392,1706
2105476,17076,1962
1100601,4150,1962
3103504,117808,2730
3168606,137418,3242
1714203,8754,3242
5104559,5020,4522
5103353,35075,5802
4117503,45962,171
2405306,9051,171
3505807,21503,171
2504603,27605,171
3166006,5483,171
4126652,3440,171
4318424,4461,171
4319109,5481,171
2703205,21372,427
2907509,48148,427
4123907,11066,427
3204609,22808,683
2201002,4520,683
3506102,76373,683
4202503,4026,939
4127965,14231,939
1100064,15663,1451
2313302,61227,4011
5101852,7280,4267
2918100,37626,4267
1702406,10287,5803
5107701,15453,7339
5101803,69210,8363
3135308,4506,172
2508802,6046,172
3171501,3038,172
2801108,3791,172
4315172,2025,172
4314159,7978,172
4206306,24543,172
3136603,5909,172
2910909,4873,172
3158300,6691,172
3106606,4451,428
2205581,4810,428
2603900,18644,428
2930766,14773,684
4305306,9540,684
4106506,23331,684
2100709,25322,940
2307403,23922,940
3508009,20250,1196
3162500,90225,1452
2112605,32812,1708
2914307,10752,1708
5205521,4030,1708
3170800,33744,2220
2109700,5568,2476
3170107,337836,4524
5106182,6670,4780
5208004,115901,5804
5002308,11579,5804
1301951,10937,25260
4300455,3651,173
4310538,5572,173
3545100,4808,173
3148806,3311,173
5220280,2143,173
4305959,3846,173
4203105,6304,173
3515400,16641,429
3144805,111697,429
4307005,105705,429
3147709,8473,429
3201001,13608,429
5207105,2062,685
5213905,4654,685
3139607,26535,685
3157203,30466,685
4116208,18309,685
3200102,30684,941
4112009,35141,1453
1715754,6975,1709
2208858,4165,2221
5107305,14911,4525
2100055,106550,5805
5106240,11530,12461
5105507,16774,13485
3148756,7320,174
3169000,16185,174
2505709,10380,174
3103801,2631,174
4201505,8834,174
2902302,8677,174
2504850,1824,174
3201803,5083,174
2202752,6150,430
3301900,224267,430
2607406,4284,430
2207793,3880,430
4209706,11472,942
4127700,150470,1198
1100296,7419,1198
2107803,31250,3246
2209203,6087,5294
3111705,4715,175
2706000,10812,175
4306304,4321,175
2412401,4558,175
3541059,5126,175
3146206,5757,175
3160603,2717,431
2412559,10221,431
4207502,71549,431
4208708,10624,431
3525904,443221,431
3539509,33674,431
2514503,19067,687
2106805,13978,687
3525300,133497,687
3138401,51145,943
2917201,17914,1199
4317707,10300,1711
2103208,81386,3247
2907202,72086,9647
4117404,3187,176
4118303,2398,176
4103156,3980,176
4320305,5107,176
2702603,22712,176
3538501,12490,176
2406502,15573,176
3547809,748919,176
3511706,15535,176
2901007,36521,432
2306306,46426,432
3133006,14786,432
3136801,3768,432
3137700,20835,432
3549805,480393,432
5216007,2455,432
2706703,58650,688
5219753,72127,944
3304557,6211223,1200
3113503,8512,1456
3105103,23546,1456
2107100,18554,1712
5209101,35664,2480
3132503,32948,2736
3153400,18765,3504
1501204,51641,3760
5102504,89681,24496
5003207,96268,64432
3509304,9133,177
2507408,7516,177
3165560,2433,177
3203106,11575,177
2508109,4415,177
4305207,13705,177
3133600,12692,177
3302106,22919,433
3146750,6301,433
2207553,3813,433
4115101,9847,433
3205150,8911,433
3204054,21522,433
4310207,84780,689
2706406,23823,689
3519600,60033,689
2108801,17714,689
5209937,5954,689
4304200,28906,945
3200904,42498,945
2307502,30802,945
3118809,25377,2225
3549250,1846,178
4215307,7489,178
4310900,3338,178
2932309,16094,178
3145406,1945,178
4321451,32797,178
3503802,51456,178
4205100,4221,178
4122107,3197,178
2106300,13807,434
3504206,13692,434
2906600,13016,434
4126900,5745,434
4104055,4027,434
2910107,11884,690
3169406,55255,690
3141306,3900,946
4125506,329628,946
4118402,92001,1202
2918456,9655,1458
5203807,5695,1458
1100288,56406,1458
1100155,35044,1970
1400704,13751,8114
1501006,18290,17074
2205854,8032,179
2910305,7808,179
3502606,4086,179
2603405,5228,179
2313955,18105,179
2513000,3355,179
2204154,2929,179
2603108,19899,179
4210704,2761,435
4106902,1773718,435
4102109,25475,435
3204708,32252,435
3506706,12978,691
3151909,8350,691
2202000,19654,691
2203800,4414,947
2309409,27545,947
2203008,7356,1203
2105005,25680,1715
5215306,16399,1971
1721000,302692,2227
1504901,45368,3763
1100304,95832,11699
5103106,6220,16563
1300706,35447,21939
1301001,28742,25779
2111201,244579,180
4120804,24191,180
4321006,10592,180
3117801,10880,180
3547304,154105,180
3119005,3200,180
2704807,13679,180
4212239,4267,180
2507804,6793,180
2708006,46220,436
4218301,19746,436
2310803,15274,436
4301750,5889,436
3532603,9852,436
2902252,10191,436
5002951,30993,3252
5104203,10966,5044
5204409,16513,8628
4122800,4075,181
3136553,4268,181
4322103,5542,181
4323408,4413,181
2932200,17596,181
2900306,13795,181
2300101,10038,181
4321857,4716,181
3516804,3252,181
3113602,6816,181
4111506,32720,437
2310001,9346,437
2207702,162159,437
2927408,2417678,693
4216800,8708,949
4313656,12844,949
2929701,16008,949
4313607,3629,182
4208609,4310,182
2800308,602757,182
4310504,7482,182
2505402,8067,182
4125456,3957,182
4207304,52579,182
3306305,261563,182
2403905,2700,182
2509305,8244,182
2109239,4696,438
2806701,95612,438
4314464,2248,438
2920601,35859,438
2607307,29009,694
4217808,18310,694
4204806,40045,950
2202778,6994,950
1716653,4921,1206
5210406,44734,1462
1100262,3471,1718
4203600,36932,1718
5106653,6932,2742
3159803,20973,2998
2933307,370879,3254
5218805,225696,8374
3512209,28101,183
2909505,4415,183
2802205,5975,183
3540101,3395,183
3532868,1062,183
2514305,5034,183
3154408,4548,183
3139508,20613,183
3158607,3747,183
2803104,4745,183
2512705,17885,183
4205456,31431,183
3522158,3422,183
4304689,11159,183
3546108,2598,183
2107407,17919,695
1700707,8802,1207
5219704,10645,1207
2927705,29185,1463
2103257,12878,1463
3154457,6863,1719
1717800,4220,1719
3116159,12355,3255
5007802,8142,3255
3509452,5954,184
2500601,21730,184
2207108,2637,184
3524907,6397,184
4216404,8668,184
2910057,71485,184
3557006,127923,184
4101903,13797,440
3171808,10314,440
3137205,51412,440
3102704,9110,696
2304236,17481,696
3153202,3465,696
1702703,3342,696
5209705,27742,952
3165909,4008,952
3117504,23163,1720
1716604,9317,5304
1303569,24936,5816
2506103,11049,185
3538105,14542,185
3102852,7718,185
2610301,12199,185
4310579,1937,185
4308854,1744,185
4307807,32183,185
3202652,13710,185
3158102,4755,441
4320503,5541,441
2513406,14959,441
2204352,5445,441
2805505,21794,441
2409704,6242,953
5210901,21087,953
2925709,12621,1209
4312500,12090,1977
2612604,40578,3001
5006002,21822,4025
2700201,13966,186
2517001,9124,186
3549953,16067,186
2402808,5117,186
4103404,2627,186
3161502,10282,186
2505352,4982,186
4218509,8787,186
2502300,4661,186
4210803,7006,186
4116406,3669,186
3205069,23831,186
2923803,26604,442
2925758,27734,442
2100154,12142,442
4123303,8613,442
3110806,2923,442
3512902,8719,442
2111722,8784,442
2801306,31645,442
3543006,18627,698
1703107,4846,698
2313906,13746,698
3535002,11476,698
2515500,13614,698
2912608,3725,698
2912509,13863,954
5222005,14956,954
4200101,17392,954
4117057,12074,1210
2919702,21599,1210
2306108,23915,1466
5204656,3708,1978
3135803,24007,3514
3127404,4727,187
4120101,4098,187
2509800,8791,187
3528908,3513,187
3120706,3521,187
3123700,13622,187
5204953,4005,443
2704401,17700,443
2405108,6562,443
4127908,8067,699
5209952,17061,955
2924900,8022,955
5214101,3564,955
3300803,56943,955
4316972,2596,955
2201200,47938,1723
1703701,4725,1723
2920205,15398,1979
2103505,40316,1979
3520301,29115,1979
3126703,23476,2747
5105309,2509,4283
2909406,13063,4283
1302702,53914,48315
2411429,2696,188
4112108,21408,188
1501501,63567,188
2901502,11031,188
3112901,8936,188
2705705,20695,188
3545407,9050,188
3103207,2181,188
4112306,4972,188
